Query #   Literal   Document                      Rank      BM25 Score                    System Name

27        Q0        corpus/CACM-2297.txt          1         0.756028507387                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2406.txt          2         0.713245308432                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2319.txt          3         0.619270247468                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1752.txt          4         0.604280911611                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2902.txt          5         0.569841132198                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2358.txt          6         0.528762684672                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-3188.txt          7         0.518078741037                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2069.txt          8         0.506282287296                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-3000.txt          9         0.502429076265                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2502.txt          10        0.469367620863                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-3006.txt          11        0.468287638328                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2740.txt          12        0.46706408047                 unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2988.txt          13        0.465962423321                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2357.txt          14        0.464525465741                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1751.txt          15        0.462375310912                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2372.txt          16        0.460470145861                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1753.txt          17        0.44634112455                 unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1001.txt          18        0.441655603919                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1725.txt          19        0.435914726163                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1698.txt          20        0.425905924512                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-3011.txt          21        0.418461677253                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1901.txt          22        0.416764885587                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2374.txt          23        0.41618728104                 unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1541.txt          24        0.409167427915                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2379.txt          25        0.395983522041                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2864.txt          26        0.39109782695                 unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1892.txt          27        0.390757298646                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2705.txt          28        0.387251364065                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2479.txt          29        0.385431587712                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2622.txt          30        0.384596037837                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2852.txt          31        0.384533123626                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1728.txt          32        0.381381638705                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-3050.txt          33        0.378543792321                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-3067.txt          34        0.373264314431                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2481.txt          35        0.369816044062                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2669.txt          36        0.36744521013                 unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1267.txt          37        0.366877635262                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1456.txt          38        0.363593915941                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1750.txt          39        0.36304824233                 unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-0417.txt          40        0.360120761335                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2306.txt          41        0.358180773482                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1781.txt          42        0.350444547056                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1083.txt          43        0.346053076224                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2868.txt          44        0.343448169893                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2314.txt          45        0.342714489224                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2399.txt          46        0.342568514365                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2867.txt          47        0.341966392834                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1959.txt          48        0.341361803252                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-0320.txt          49        0.339447062626                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-0670.txt          50        0.337914014243                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2577.txt          51        0.336370659688                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2311.txt          52        0.336013360228                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1748.txt          53        0.333308908454                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2345.txt          54        0.332558090788                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-0971.txt          55        0.33172420482                 unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1413.txt          56        0.328260413504                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-3148.txt          57        0.326963846806                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1708.txt          58        0.325889869093                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-3092.txt          59        0.323719101689                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-3068.txt          60        0.320614160795                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1404.txt          61        0.318289874539                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-3028.txt          62        0.312911113617                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2017.txt          63        0.312667866183                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2582.txt          64        0.30772303935                 unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1657.txt          65        0.306402311989                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2936.txt          66        0.304563138109                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2378.txt          67        0.303250072129                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2668.txt          68        0.302945830018                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2500.txt          69        0.30224467128                 unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2518.txt          70        0.3000617987                  unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2967.txt          71        0.299581147211                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2593.txt          72        0.296492956589                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2681.txt          73        0.295912368634                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-3154.txt          74        0.294441038086                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2127.txt          75        0.291781621941                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1928.txt          76        0.290590345961                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2198.txt          77        0.289310642615                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2873.txt          78        0.289026981773                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2106.txt          79        0.288457079761                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-3177.txt          80        0.285868661613                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-3142.txt          81        0.284627196006                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1747.txt          82        0.282698869163                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2798.txt          83        0.281640843732                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2163.txt          84        0.279166114318                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2985.txt          85        0.279062052645                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2698.txt          86        0.278774990363                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-3026.txt          87        0.277301657772                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-0059.txt          88        0.275654372993                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2689.txt          89        0.275654372993                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2365.txt          90        0.274674675402                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2583.txt          91        0.273012910631                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2092.txt          92        0.272555110561                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2624.txt          93        0.272116392737                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-0084.txt          94        0.268743066606                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2765.txt          95        0.267860246292                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2486.txt          96        0.266939331804                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2181.txt          97        0.266696044229                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-1462.txt          98        0.266505162253                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2810.txt          99        0.264691783294                unigram_casefolded_BM25_proximity
27        Q0        corpus/CACM-2383.txt          100       0.264691783294                unigram_casefolded_BM25_proximity
