Query #   Literal   Document                      Rank      Score               System Name

60        Q0        corpus/CACM-0875.html         1         47.35624584705543   cacm_stopped_bm25
60        Q0        corpus/CACM-1715.html         2         42.75795120812172   cacm_stopped_bm25
60        Q0        corpus/CACM-0047.html         3         27.452899612553843  cacm_stopped_bm25
60        Q0        corpus/CACM-3140.html         4         22.920912571857038  cacm_stopped_bm25
60        Q0        corpus/CACM-2250.html         5         19.394389782909887  cacm_stopped_bm25
60        Q0        corpus/CACM-2959.html         6         18.762222395023148  cacm_stopped_bm25
60        Q0        corpus/CACM-3136.html         7         17.64845572595199   cacm_stopped_bm25
60        Q0        corpus/CACM-1364.html         8         13.722264819320726  cacm_stopped_bm25
60        Q0        corpus/CACM-2304.html         9         12.931284796012406  cacm_stopped_bm25
60        Q0        corpus/CACM-1012.html         10        12.439771678300746  cacm_stopped_bm25
60        Q0        corpus/CACM-0058.html         11        11.999995741657765  cacm_stopped_bm25
60        Q0        corpus/CACM-0497.html         12        11.819831430609362  cacm_stopped_bm25
60        Q0        corpus/CACM-0276.html         13        11.469091783277976  cacm_stopped_bm25
60        Q0        corpus/CACM-1046.html         14        11.450890296830533  cacm_stopped_bm25
60        Q0        corpus/CACM-3078.html         15        11.414924910946796  cacm_stopped_bm25
60        Q0        corpus/CACM-0123.html         16        10.895415762924191  cacm_stopped_bm25
60        Q0        corpus/CACM-1705.html         17        10.723374225444905  cacm_stopped_bm25
60        Q0        corpus/CACM-2829.html         18        10.234966375286326  cacm_stopped_bm25
60        Q0        corpus/CACM-3180.html         19        10.140136238129324  cacm_stopped_bm25
60        Q0        corpus/CACM-0397.html         20        9.99555842751599    cacm_stopped_bm25
60        Q0        corpus/CACM-2125.html         21        9.742007595305678   cacm_stopped_bm25
60        Q0        corpus/CACM-3129.html         22        9.192365290855328   cacm_stopped_bm25
60        Q0        corpus/CACM-1915.html         23        9.080159706791148   cacm_stopped_bm25
60        Q0        corpus/CACM-0018.html         24        9.01126751373543    cacm_stopped_bm25
60        Q0        corpus/CACM-2415.html         25        8.972597501730835   cacm_stopped_bm25
60        Q0        corpus/CACM-2276.html         26        8.86468478757886    cacm_stopped_bm25
60        Q0        corpus/CACM-2695.html         27        8.762367707974057   cacm_stopped_bm25
60        Q0        corpus/CACM-1839.html         28        8.6806821223165     cacm_stopped_bm25
60        Q0        corpus/CACM-2195.html         29        8.624984265090827   cacm_stopped_bm25
60        Q0        corpus/CACM-0292.html         30        8.483191913638546   cacm_stopped_bm25
60        Q0        corpus/CACM-0674.html         31        8.460472593312913   cacm_stopped_bm25
60        Q0        corpus/CACM-2520.html         32        8.440554009043584   cacm_stopped_bm25
60        Q0        corpus/CACM-2466.html         33        8.308184018655343   cacm_stopped_bm25
60        Q0        corpus/CACM-0884.html         34        8.099439420135454   cacm_stopped_bm25
60        Q0        corpus/CACM-0481.html         35        7.907754336776595   cacm_stopped_bm25
60        Q0        corpus/CACM-2213.html         36        7.661186527506786   cacm_stopped_bm25
60        Q0        corpus/CACM-1378.html         37        7.634388965124563   cacm_stopped_bm25
60        Q0        corpus/CACM-1190.html         38        7.634388965124563   cacm_stopped_bm25
