Query #   Literal   Document                      Rank      Score               System Name

40        Q0        corpus/CACM-0047.html         1         15.792901223349924  cacm_stopped_bm25
40        Q0        corpus/CACM-2250.html         2         14.106084745154728  cacm_stopped_bm25
40        Q0        corpus/CACM-3136.html         3         11.77997724651659   cacm_stopped_bm25
40        Q0        corpus/CACM-1364.html         4         9.505261497280635   cacm_stopped_bm25
40        Q0        corpus/CACM-1012.html         5         8.994591882202432   cacm_stopped_bm25
40        Q0        corpus/CACM-0058.html         6         8.699958420972976   cacm_stopped_bm25
40        Q0        corpus/CACM-1046.html         7         8.686675611856236   cacm_stopped_bm25
40        Q0        corpus/CACM-2304.html         8         8.574571132569604   cacm_stopped_bm25
40        Q0        corpus/CACM-3078.html         9         8.172359234663649   cacm_stopped_bm25
40        Q0        corpus/CACM-0276.html         10        8.141226917539333   cacm_stopped_bm25
40        Q0        corpus/CACM-0674.html         11        7.873373952373886   cacm_stopped_bm25
40        Q0        corpus/CACM-0397.html         12        7.678309754017097   cacm_stopped_bm25
40        Q0        corpus/CACM-0497.html         13        7.463991433576479   cacm_stopped_bm25
40        Q0        corpus/CACM-0123.html         14        7.107546814985058   cacm_stopped_bm25
40        Q0        corpus/CACM-3180.html         15        6.845377538623881   cacm_stopped_bm25
40        Q0        corpus/CACM-1839.html         16        6.819781663873828   cacm_stopped_bm25
40        Q0        corpus/CACM-1378.html         17        6.811213836790071   cacm_stopped_bm25
40        Q0        corpus/CACM-1190.html         18        6.811213836790071   cacm_stopped_bm25
40        Q0        corpus/CACM-1606.html         19        6.811213836790071   cacm_stopped_bm25
40        Q0        corpus/CACM-1371.html         20        6.686201629608088   cacm_stopped_bm25
40        Q0        corpus/CACM-1575.html         21        6.6810632539214705  cacm_stopped_bm25
40        Q0        corpus/CACM-2729.html         22        6.6142302352485505  cacm_stopped_bm25
40        Q0        corpus/CACM-1407.html         23        6.435134545188166   cacm_stopped_bm25
40        Q0        corpus/CACM-0195.html         24        6.394896497994126   cacm_stopped_bm25
40        Q0        corpus/CACM-2473.html         25        6.235585132737796   cacm_stopped_bm25
40        Q0        corpus/CACM-2125.html         26        6.189883351040073   cacm_stopped_bm25
40        Q0        corpus/CACM-2415.html         27        6.186138607329753   cacm_stopped_bm25
40        Q0        corpus/CACM-2276.html         28        6.163482620649758   cacm_stopped_bm25
40        Q0        corpus/CACM-3129.html         29        6.110460590488505   cacm_stopped_bm25
40        Q0        corpus/CACM-0676.html         30        6.0685183606258875  cacm_stopped_bm25
40        Q0        corpus/CACM-0452.html         31        5.912597011660499   cacm_stopped_bm25
40        Q0        corpus/CACM-1915.html         32        5.879075507435466   cacm_stopped_bm25
40        Q0        corpus/CACM-2213.html         33        5.877683077766314   cacm_stopped_bm25
40        Q0        corpus/CACM-0760.html         34        5.7451472322597334  cacm_stopped_bm25
40        Q0        corpus/CACM-0526.html         35        5.702049559529091   cacm_stopped_bm25
40        Q0        corpus/CACM-2392.html         36        5.655895815974516   cacm_stopped_bm25
40        Q0        corpus/CACM-2520.html         37        5.541137767439154   cacm_stopped_bm25
40        Q0        corpus/CACM-1397.html         38        5.377775989225826   cacm_stopped_bm25
40        Q0        corpus/CACM-0225.html         39        5.328200360790754   cacm_stopped_bm25
40        Q0        corpus/CACM-2446.html         40        5.303087930649815   cacm_stopped_bm25
40        Q0        corpus/CACM-1373.html         41        5.256031833260831   cacm_stopped_bm25
40        Q0        corpus/CACM-2695.html         42        5.244405768483252   cacm_stopped_bm25
40        Q0        corpus/CACM-0043.html         43        5.220196299423374   cacm_stopped_bm25
40        Q0        corpus/CACM-2199.html         44        5.181908714407978   cacm_stopped_bm25
40        Q0        corpus/CACM-1881.html         45        5.157460171932956   cacm_stopped_bm25
40        Q0        corpus/CACM-0204.html         46        5.130239478755639   cacm_stopped_bm25
40        Q0        corpus/CACM-0201.html         47        5.100097875613238   cacm_stopped_bm25
40        Q0        corpus/CACM-0292.html         48        5.0520606887163995  cacm_stopped_bm25
40        Q0        corpus/CACM-2849.html         49        5.028476568271161   cacm_stopped_bm25
40        Q0        corpus/CACM-2195.html         50        5.027051233162584   cacm_stopped_bm25
40        Q0        corpus/CACM-1582.html         51        5.023017754064125   cacm_stopped_bm25
40        Q0        corpus/CACM-0200.html         52        5.023017754064125   cacm_stopped_bm25
40        Q0        corpus/CACM-2381.html         53        4.985321156995298   cacm_stopped_bm25
40        Q0        corpus/CACM-1580.html         54        4.878233768939959   cacm_stopped_bm25
40        Q0        corpus/CACM-1579.html         55        4.8682146546257625  cacm_stopped_bm25
40        Q0        corpus/CACM-1585.html         56        4.831055292125368   cacm_stopped_bm25
