Query #   Literal   Document                      Rank      Score               System Name

13        Q0        corpus/CACM-3043.html         1         1.6085258256774406  cacm_stopped_tfidf
13        Q0        corpus/CACM-1461.html         2         1.4302449869383245  cacm_stopped_tfidf
13        Q0        corpus/CACM-2578.html         3         1.4229212394575006  cacm_stopped_tfidf
13        Q0        corpus/CACM-1923.html         4         1.4196924038110248  cacm_stopped_tfidf
13        Q0        corpus/CACM-1685.html         5         1.3080262925407784  cacm_stopped_tfidf
13        Q0        corpus/CACM-2371.html         6         1.2815016269821387  cacm_stopped_tfidf
13        Q0        corpus/CACM-3137.html         7         1.234674645231778   cacm_stopped_tfidf
13        Q0        corpus/CACM-0018.html         8         1.2336579852863803  cacm_stopped_tfidf
13        Q0        corpus/CACM-2740.html         9         1.229660208993421   cacm_stopped_tfidf
13        Q0        corpus/CACM-3068.html         10        1.1950687014564843  cacm_stopped_tfidf
13        Q0        corpus/CACM-3148.html         11        1.1944630980859354  cacm_stopped_tfidf
13        Q0        corpus/CACM-2949.html         12        1.1890566793996173  cacm_stopped_tfidf
13        Q0        corpus/CACM-3127.html         13        1.120044864861      cacm_stopped_tfidf
13        Q0        corpus/CACM-2317.html         14        1.0938169268472695  cacm_stopped_tfidf
13        Q0        corpus/CACM-3028.html         15        1.0572135353409857  cacm_stopped_tfidf
13        Q0        corpus/CACM-2629.html         16        1.0544741759506822  cacm_stopped_tfidf
13        Q0        corpus/CACM-0249.html         17        1.053092936587062   cacm_stopped_tfidf
13        Q0        corpus/CACM-0651.html         18        1.0411139369872637  cacm_stopped_tfidf
13        Q0        corpus/CACM-0171.html         19        1.0252365135360368  cacm_stopped_tfidf
13        Q0        corpus/CACM-2316.html         20        1.018239617483406   cacm_stopped_tfidf
13        Q0        corpus/CACM-0760.html         21        1.016210544557254   cacm_stopped_tfidf
13        Q0        corpus/CACM-0749.html         22        1.016210544557254   cacm_stopped_tfidf
13        Q0        corpus/CACM-0648.html         23        1.016210544557254   cacm_stopped_tfidf
13        Q0        corpus/CACM-0225.html         24        1.012596154927185   cacm_stopped_tfidf
13        Q0        corpus/CACM-1747.html         25        1.0031225031249775  cacm_stopped_tfidf
13        Q0        corpus/CACM-0452.html         26        0.9980858887098171  cacm_stopped_tfidf
13        Q0        corpus/CACM-2379.html         27        0.9863610624899299  cacm_stopped_tfidf
13        Q0        corpus/CACM-2311.html         28        0.9748243138932535  cacm_stopped_tfidf
13        Q0        corpus/CACM-0043.html         29        0.9593016204573331  cacm_stopped_tfidf
13        Q0        corpus/CACM-1378.html         30        0.9567766747691739  cacm_stopped_tfidf
13        Q0        corpus/CACM-1190.html         31        0.9567766747691739  cacm_stopped_tfidf
13        Q0        corpus/CACM-1606.html         32        0.9567766747691739  cacm_stopped_tfidf
13        Q0        corpus/CACM-1343.html         33        0.956433453700945   cacm_stopped_tfidf
13        Q0        corpus/CACM-0526.html         34        0.956433453700945   cacm_stopped_tfidf
13        Q0        corpus/CACM-2080.html         35        0.9482268529828844  cacm_stopped_tfidf
13        Q0        corpus/CACM-1755.html         36        0.9405115041966795  cacm_stopped_tfidf
13        Q0        corpus/CACM-3150.html         37        0.9300804637042449  cacm_stopped_tfidf
13        Q0        corpus/CACM-0002.html         38        0.927594940818319   cacm_stopped_tfidf
13        Q0        corpus/CACM-2319.html         39        0.9246644801299266  cacm_stopped_tfidf
13        Q0        corpus/CACM-1575.html         40        0.9132868259160297  cacm_stopped_tfidf
13        Q0        corpus/CACM-1371.html         41        0.9132868259160297  cacm_stopped_tfidf
13        Q0        corpus/CACM-0201.html         42        0.9113365394344666  cacm_stopped_tfidf
13        Q0        corpus/CACM-1582.html         43        0.9113365394344666  cacm_stopped_tfidf
13        Q0        corpus/CACM-0200.html         44        0.9113365394344666  cacm_stopped_tfidf
13        Q0        corpus/CACM-1057.html         45        0.9032982618286701  cacm_stopped_tfidf
13        Q0        corpus/CACM-0204.html         46        0.9032982618286701  cacm_stopped_tfidf
13        Q0        corpus/CACM-2320.html         47        0.9028313057694299  cacm_stopped_tfidf
